article,label
"‘Diary of a Mad Diva’ is the title of a new book by comedian and fashion police Joan Rivers, and it has broken all existing records for bestselling books.The book is number one in the bestselling lists of The New York Times, The Washington Post, Chicago Tribune, Los Angeles Times, San Francisco Chronicle, People Magazine, Time, AARP Magazine, Congressional Quarterly, The Onion, and even the Guinness Book of World Records.Thanks to the publicity stunt Rivers did during a live interview on CNN where she stormed out of the set in protest of what she called anchor Fredricka Whitfield’s ‘negative questions.’The video clip immediately went viral and resulted in a temporary shutdown of many Facebook, Twitter, YouTube and Instagram accounts.But it was not just Rivers and her new book that benefited from the stunt. CNN’s declining ratings since the disappearance of Malaysia Airlines Flight 370 suddenly shot up to the roof of its Atlanta headquarters.Rival cable networks Fox and MSNBC suspect that CNN was in on the stunt.",0
"(Editor’s Note: The following are excerpts from the eulogy of Chief Supt Noli Taliño, Philippine National Police-Special Action Force officer in charge.)… During that fateful day when Oplan Exodus was launched against Jemaah Islamiyah international terrorist named Zulkifli bin Hir, also known as “Marwan",1
"Davao City Mayor Inday Sara Duterte chose to make a rant against Sen. Antonio Trillanes on Friday the 13th. This is her 3rd strike after she slammed Sen. Kiko Pangilinan and Sen. Risa Hontiveros for being opportunists.This time, Inday Sara set a fire on Trillanes as she challenged him for a “FIGHT”. The lady Mayor tagged Trillanes as Pinocchio.She also highlighted on her post that it is about time to break her silence and help her father for the propaganda these senators are building against the President. Read her full message below:1995 election issues dds goons, gold and girls 1998 election issues dds goons, gold, girls 2001 election issues ad nauseam 2004 election issues ad nauseam 2007 election issues ad nauseam 2009 CHR Delima dds investigation 2010 election: dds goons, gold, girls, bastos, dynasty 2015 Trillanes asks for support ambisyon VP, was rejected 2016 election issues: same old 2017 Trillanes: “Hindi ko pa kilalang mamamatay tao at magnanakaw ang tatay n’yang si Pres. Duterte, Iba na ngayon, alam ko na ang katotohanan” Naconfine ka ba ng matagal sa mental? Alam na ng buong mundo ang isyu pero ikaw hindi mo parin alam? You are lying. Maiba pa tayo, since now we have established lying, prove to everybody that piece of shit paper of bank accounts you are waving around is not fake, Pinocchio. Tigas ng mukha mo magsabi pamilya ng mamatay tao at magnanakaw kami pero nagtatago ka sa parliamentary immunity. Pakita mo bayag mo, huwag mo itago yan sa Senado. If you made VP Binay go away without a fight, ang babae na Bisaya hindi umaatras. Kayangkaya ko makipag away ng tatlong dekada, laking Mindanao ako. Kung ang Presidente ng Pilipinas ay inaaway ko, ikaw pa ba? Kala mo porket tahimik ako dahil takot ako, kagwang, umiiwas lang ako sa away. Pero may hangganan ang lahat, now is your time to shine.. Don’t ask us to prove you wrong, prove first na hindi ka nagsisinungaling. Fight!Your thoughts on this? Leave your comments below!",0
"Two Senate committees have warned President Rodrigo Duterte against “micromanaging” the Philippine National Police (PNP) after his move to recall a relief order on a group of Leyte policemen allegedly resulted in the officers killing Mayor Rolando Espinosa Sr. of Albuera, Leyte province, in November last year, purportedly to cover up their involvement in illegal drug activities.The committee on public order and dangerous drugs, led by Sen. Panfilo Lacson, and the committee on justice and human rights, led by Sen. Richard Gordon, said Supt. Marvin Marcos and his men from the Criminal Investigative and Detection Group-Region 8 (CIDG-8) “could have been prevented from doing their dastardly deed” had they been relieved a month before they “silenced” Espinosa.But the two panels stated that the Oct. 15, 2016, relief order issued by PNP Director General Ronald dela Rosa on Marcos and his men was rescinded that same day by Mr. Duterte.Espinosa and another inmate, Raul Yap, were shot dead allegedly by Marcos’ men inside the Baybay City subprovincial jail in a predawn operation on Nov. 5, 2016.Confessed drug distributor Kerwin Espinosa, the mayor’s son, had testified in the Senate that some members of Marcos’ raiding team had been under his payroll.“The committees are of the opinion that the President should not be micromanaging the affairs of the government and should place his trust in the sound discretion of all his appointees, including PNP Chief Dela Rosa,” they said in a 34-page report to the Senate on March 7 for plenary approval. The report was later posted on the Senate website.The report said Marcos and his men were involved in the “premeditated” killing of Mayor Espinosa and were guilty of abuse of authority.The committees said Dela Rosa should be given “full authority and control on how he will manage the day-to-day affairs of the organization.”Free hand“He should be given a free hand to decide on how to run the PNP and his decisions should be recognized and respected and should be countermanded or reversed only by the Chief Executive in case of a clear showing of grave abuse of discretion,” the report said.“The committees strongly condemn the killing of Mayor Rolando Espinosa and Raul Yap. Though they have committed violations of our existing laws, the same is to be determined by our courts. Granting that certain freedoms are denied to detainees, including their right to privacy, they are still entitled to the fundamental right to life as guaranteed by the Constitution,” it said.The committees said Espinosa was silenced by “individuals who wanted their participation concealed” and that they happened to have access and means to kill Espinosa “through abuse of their authority.”“They thought they could do away with Espinosa by feigning a legitimate operation,” they said.The senators noted the use of “overwhelming force” by authorities serving the search warrants on Espinosa and Yap on that day, with Marcos bringing in 18 CIDG men and six members of the Regional Maritime Unit as “perimeter defense.”They rejected the explanation of Marcos that they needed such force, noting that Marcos did not even inform his superiors, Region 8 director Chief Supt. Elmer Beltejar and CIDG Director Roel Obusan, about the raid on the cells of Espinosa and Yap.The committees also found it “peculiar” that aside from the CIDG men, “nobody was able to witness what transpired in Cells 1 and 7.”Guards disarmedThey found “appalling” that jail guards and police personnel tasked with ensuring Espinosa’s safety were “disarmed and made to kneel down and face the wall” by the CIDG men during their raid.“That fact alone merits strong denouncement and condemnation as it disrespects and disregards the authority of the jail guards and police officers present, who are supposed to be accorded with respect as fellow public servants,” the report said.The committees also did not give credence to the deposition of Paul Olendan, whom the CIDG men said was their informant, that Mayor Espinosa had drugs and firearms in his cell.Olendan was on his workplace at the time he was supposed to be inside the Baybay jail, which was 100 km away. Olendan had gone missing when the Senate started its hearings on Espinosa’s killing.The senators said they were convinced that Espinosa and Yap had no firearms and illegal drugs in their possession.They noted that a few days before the raid, a thorough search of the cells was done and guards only found cell phones and chargers in Espinosa’s possession.Not only did they plant evidence at the cells of Mayor Espinosa and Yap, but Marcos and his men also took the hard drive of the CCTV cameras in the jail, according to the report, pointing out that jail guards had attested that the cameras were functioning on the day of the raid.Overwhelming evidenceThe report said that Kerwin Espinosa had stated during the Senate hearing that Chief Insp. Leo Laraga (who shot Rolando Espinosa) and Supt. Santi Noel Matira had been on his payroll.It said this “gives sense to all that has happened and explains why Espinosa was murdered.”The committees urged the Department of Justice to expedite its preliminary investigation of Espinosa’s killing since a multiple murder complaint was filed against Marcos and his men by the National Bureau of Investigation as early as Dec. 7, 2016.“Considering the time, not to mention the overwhelming testimonial and documentary evidence presented before the five-man panel conducting the preliminary investigation, they should have already resolved this matter with urgency,” the report said.The committees also asked the Supreme Court to expedite its determination “as to the propriety and liabilities or sanctions, if any” of Judge Carlos Arguelles (for failing to act on Mayor Espinosa’s motion to be transferred to a safer facility); Judge Arcelo Sabarre Jr., of RTC Branch 30 Basey, Samar, and Judge Janet Cabalona of RTC Branch 33 Basey, Samar, (for issuing search warrants upon persons detained in a government detention facility outside and his and her courts’ jurisdiction.)",1
"The government’s intelligence funds increased by 101.78 percent or P8.98 billion from P4.52 billion in 2016, the Commission on Audit (CoA) said in its annual financial report released on October 25.“Confidential, intelligence and extraordinary expenses totaling P8.98 billion represented 2.97 percent of the total (Maintenance and Other Operating Expenses) MOOE,” the CoA said.“This group of accounts posted an increase of P4.52 billion or 101.78 percent from the previous year” it added.Based on the CoA report, the top spenders of the Confidential, Intelligence and Extraordinary Expenses (CIE) were the Office of the President with P2.52 billion; the Department of National Defense, P2.22 billion; and Congress, P1.80 billion.The Department of the Interior and Local Government (DILG) spent P883.46 million; other executive offices, P434.72 million; the Department of Justice (DoJ), P346.372 million; the judiciary, P238.90 million; Autonomous Region in Muslim Mindanao (ARMM), P104.50 million; the Department of Finance (DoF), P77.24 million; Department of Education (DepEd), P47.64 million; and other departments and offices, P301.63 million.Joint Circular 2015-01 states that intelligence and confidential funds may not simply be disclosed to the public and its utilization requires strict accounting and auditing rules “to prevent mishandling or improper application.”",1
"could not be ascertained as both of them have no travel history outside of Bacoor District. It was presumed that the victims have contacted Zika from the virus-carrying mosquitoes right in the district.The officer said the victims have been discharged from a private hospital after consultation and are now well.In a report to Bacoor Mayor Lani Mercado-Revilla, Yrastorza said that the Zika infection had yet to be determined with the surveillance made.“Both the victims are well now. However, the source of (zika) infection was not determined. The victims have no history of travel out of the district or country recently,” the officer’s report to the mayor partly read.With her report, Yrastorza recommended the clean-up drive in all barngays of the district.It was the first reported case of Zika infection in Bacoor, the so-called gateway of Cavite province to and from Southern Metro Manila.The provincial government of Cavite had declared dengue outbreak in the entire province in 2015/Chikungunya outbreak was also declared in Indang municipality only last September 30.Although there was no report of chikungunya incident in Bacoor district, dengue cases remained prevalent this year in the area, the Provincial Health Office reported.Health officials said that Zika virus is transmitted to humans by the day-biting Aedes aegypti mosquitoes, the same carriers of dengue and chikungunya viruses.",1
"President Rodrigo Duterte has had enough with the students from the University of the Philippines who chose to ‘walkout’ of their classes than to study.He warned that he would replace the students who joined the ‘walkout’ protest against the current government and urged the people to overthrow him with Lumads who wanted a good education.WALKOUT NA! Join the hundreds of students who have already walked out their classes as we move to overthrow the US-Duterte regime! #EndStateFascism #NoToMartialLaw #OverthrowDuterte pic.twitter.com/IA61bNLZix — STAND UP (@standupdiliman) February 1, 2018In a speech at the indigenous people’s summit in Davao City, President Rodrigo Duterte said that he would give the slots of the student rallyists to the bright lumads who didn’t have the opportunity or funds to study in a prestigious school like University of the Philippines.Lumads are the indigenous people in Mindanao who had lack of access in good education.9 out of 10 Lumad children have no access to education, however 233 alternative schools were provided to give education to them.“Etong mga U.P students na ito na laging nag wo-walkout, kanina nag walkout nanaman sila. Okay, doon sa mga ayaw pumasok sa eskwela, umalis kayo diyan dahil ipapalit ko sa inyo ang mga bright lumads. Tulungan ko silang makapag enroll diyan sa U.P. Madaming Filipino ang gusto ng magandang edukasyon,” President Duterte said.“So sa mga mga pinagpapatuloy ang pag po-protesta, wag kayong mag walkout sa room niyo. Bibigyan ko kayo ng pribilehiyo, wag na kayong pumasok sa eskwela ng isang taon dahil ipapasok ko diyan yung mga Filipino na gusto ng magandang edukasyon. Libre diyan,” he added.Instead of wasting their time in school, President Rodrigo Duterte urged the student activists to stay in the streets and gave chance to the Filipinos who really wanted to study in U.P than to be busy in joining demonstrations against the government.“Diyan nalang kayo sa kalye. Go ahead! Dahil kukuha ako ng mga bago (estudyante), ilalagay ko sila diyan. Pera naman yan ng bayan,” Duterte said.Some students from UP-Diliman walked out of their classes as protest against the policies of the government including Martial Law in Mindanao, War against illegal drugs and Federalism.They called President Rodrigo Duterte a ‘fascist’ and ‘dictator’“In this part of Philippine history, we no longer fear the looming dictatorship of the US-Duterte regime–for it is already happening today. In this time of oppression, silence is akin to allegiance to the oppressors. Tomorrow, we walk out from our classes and we will topple this dictatorship!” UP Office of the Student Regent Facebook page said in their post, one day before the protest.U.P Students also labeled the current government as “Duterte-US regime.” despite of the fact that the current President criticized the longest ally of the Philippines several times and keep praising China and Russia.“Dapat Duterte-Russia-China regime,” one netizen told the activists on Facebook.On February 23, Anakbayan urged the people to join the ‘Pambansang Walkout laban sa pahirap at pasistang diktadurang US-Duterte’.The University of the Philippines has the highest financial endowment of all educational institutions in the Philippines.UP students are known for being critic against the government and leading demonstrations to oppose the policies that they don’t like.That is why critics stereotyped the University of the Philippines as a ‘training grounds for the communists rebels’.Organizers of the said protest is not yet commenting on the statement of President Duterte.",0
"An election watchdog on Saturday denounced the move of the Commission on Elections (Comelec) to release supposedly unused vote counting machines (VCMs) to Smartmatic, arguing that the move violates the Protective Protection Order (PPO) of the Presidential Electoral Tribunal (PET) on the pending election protest of former senator Ferdinand “Bongbong” Marcos Jr.Glenn Chong, convener of the Consortium for Clean and Credible Elections and vice chairman of Reform Philippines Coalition, branded as highly suspicious the decision of the Comelec to agree to the recall of 1,356 VCMs which were allegedly not “deployed and/or used” during the elections, since it is being made amid an election contest involving the vice presidential race.“Deployed and/or used connote two things – deployment to the municipalities and deployment to the precincts in cases where the VCMs actually malfunctioned. On the first, if they were not deployed to the municipalities at all, then it is a violation of the protocol which provides that there should be reserved VCMs on standby in every municipality,” Chong said.“If that is the case, the Comelec should be held liable for wasting almost 100 million of the people’s money on machines that they did not intend to use in the first place. On the second, if they were deployed to the municipalities but were not deployed to the precincts, then they are still covered by the PPO since there was in fact a deployment and Comelec has no business agreeing to their recall,” he added.Earlier, the Supreme Court ordered the Comelec to preserve and safeguard the integrity of all ballot boxes, their contents, VCMs and all other election-related paraphernalia – including the automated election equipment and records – in all 92,509 clustered precincts used in the May polls.Chong said he got hold of a letter dated September 27, 2016 by Comelec Commissioner Christian Robert Lim to PET chairperson, Chief Justice Ma. Lourdes Sereno, informing her of the poll body’s decision to grant the request of Smartmatic to release the 1,356 VCMs beginning October 26, 2016.Lim said the VCMs were not deployed and/or used during the elections. Hence, they are considered not covered by the PPO.“It bears to emphasize that since the units were not actually deployed and/or used during the said elections, the Commission considers the same as not within the scope of the Precautionary Protective Order (PPO) issued by the Honorable Tribunal. Accordingly, the Commission intends to begin releasing the said VCMs on 26 October 2016,” Lim told Sereno.Accordingly, the Comelec, through Executive Director Jose Tolentino Jr., has invited the parties in the election protest involving the vice presidency to a briefing on the release of the VCMs on October 19, 2016 at 10 a.m. at the JAM Liner warehouse in Santa Rosa, Laguna.Tolentino’s letter, however, failed to mention whether the machines will be opened for inspection.But Chong said given the highly irregular actions of the Comelec in the conduct of the elections, such move is dubious.“Comelec, being a serial violator of our election laws, has been committing highly illegal acts from the beginning. Since 2010, it allowed Smartmatic to get away with at least eighteen blatant violations of its contract. Before the elections, it adamantly refused our request for an inventory of all machines as a guarantee of the integrity of the elections. Then on the day of elections, there was the ‘cosmetic script’ change in the Transparency server during the transmission of votes,” the lawyer said.“It refused all requests to subject the system to a platform and system audit by third party IT experts. Then there was its plan to strip the data from the VCMs despite the issuance of the PPO. Now, they want to give the VCMs to Smartmatic without even subjecting it to inspection. This is too much,” he added.“The syndicate is at play again and this is another attempt to hide the truth,” Chong said.He challenged the Comelec to subject the machines to a thorough inspection by IT experts before their release to ensure that they indeed were not deployed or were not used in any way during the last elections.“If the Comelec has nothing to hide, then they should open the VCMs for a thorough inspection. We should not let them get away with it again. Their nefarious plans should be stopped,” he said.",1
"Two senators on Friday sought an investigation of Justice Secretary Vitaliano Aguirre II’s purported grant of special privileges to inmates in exchange for testifying against Sen. Leila de Lima at a House of Representatives’ drug inquiry.They noted that the allegations could compromise Aguirre’s credibility as chief of an office that demands fairness and probity.Sen. Sherwin Gatchalian said Malacañang or even the Senate should initiate an investigation of Aguirre’s supposed instruction to jail guards to give high-profile convicts access to communication equipment and special amenities while held at a military jail.“This should be independently investigated by the Office of the President or the Senate. The [office of the] DOJ [Department of Justice] secretary is a very powerful position,” Gatchalian said. “Allegations of undue biases and manipulation can definitely erode its credibility to dispense justice.”De Lima backed the call and urged the administration to end its alleged “deceptions and hypocrisies.” President Duterte, Aguirre and other allies are among those who had tagged De Lima in the drug trade, claiming she took drug money to support her senatorial bid.“This yet again another scandal in this administration should be seriously and thoroughly investigated,” she said.A Dec. 9, 2016, confidential memorandum of the Bureau of Corrections (BuCor) showed that a military investigation busted the inmates’ access to mobile phones and internet connection, and use of smart television sets and air-conditioning units.The Armed Forces of the Philippines agreed to hold eight convicts at its custodial facility in Camp Aguinaldo in September at the height of the congressional hearings against De Lima, but set guidelines barring the entry of contraband, including communication devices.The memo, sent by BuCor Legal Office Chief Alvin Herrera Lim to BuCor Director General Benjamin delos Santos, recounted a meeting among the AFP, the BuCor and the Philippine National Police, which was tasked to secure the inmates.Citing the AFP investigation, the memo said “elements of both the PNP and BuCor invoked that they are just following the express instruction of the Hon. Vitaliano Aguirre II to allow the entry of the above-enumerated gadgets in return for the testimony they gave during the congressional inquiry on the proliferation of drugs inside New Bilibid Prison.”Delos Santos forwarded the document to Aguirre himself on Dec. 16, without any alterations or notations on Lim’s memo, as shown in a separate document.But Aguirre on Thursday denied giving such privileges and said the Inquirer report quoting the document was wrong. However, he said he had ordered BuCor officials to inspect the AFP facility and seize contraband if they find any.De Lima cited how Aguirre and other officials involved in making such concession with the inmates may have “concealed or suppressed” the documents as they are “very sensitive as they are explosive.”She noted that neither Aguirre nor Delos Santos had denied the existence of the documents.“Aguirre should answer the question: Did his office receive these documents? If so, what did he do, if any? Why did he order an investigation into the contraband just now? Those documents speak for themselves,” De Lima said.The senator said the documents just showed how the administration was pulling out all the stops just to pin her down on drug charges. Aguirre said earlier this week that state prosecutors were close to resolving drug complaints against De Lima. The senator acknowledged that her arrest might be imminent.“So who are now the real protectors and coddlers of drug convicts, drug lords?” De Lima said.“As I’ve been saying, the President and his men will do anything and everything just to destroy me, including sleeping with the enemies. Their end game is not really war on drugs but war on De Lima! What a bunch of hypocrites! It’s a sham war on drugs!” she added.De Lima has several times denied drug allegations against her, saying it was part to taint her name for publicly opposing the President’s controversial policies, including the bloody war on drugs.On Thursday, Sen. Antonio Trillanes IV called on the Commission on Appointments (CA) to block Aguirre’s nomination to his post, as he is set to face the body again on Feb. 15. Trillanes, also a fierce administration critic, had opposed Aguirre’s nomination last week, causing his appointment to be deferred.Sen. Joel Villanueva said Aguirre should “explain it [the incident] and convince every member of the CA that he deserves to be confirmed as the secretary of justice.” He said the opposition of just one member was enough to cause the deferment or rejection of his confirmation.",1
"President Rodrigo Duterte’s vaunted social media machine has achieved such a reputation that even Singapore’s biggest newspaper, the Straits Times, has taken notice.In an opinion piece over the weekend, Straits Times Global Affairs associate editor Ravi Velloor nailed it on the head how die-hard Duterte supporters have successfully changed the dynamics of criticizing the president.“Criticism is met with abuse. An army of online warriors, some of whom are perhaps employed in the booming outsourcing industry, seem to be readily on hand to troll presidential critics, putting a fright into even seasoned commentators,” it read.Velloor was writing in the context of the Duterte administration’s bloody anti-illegal drug war, which in the past three months has claimed 1,840 lives.“People with no links to the drug trade, either as consumers or suppliers, have been assassinated in the process, perhaps to settle private vendettas,” the opinion piece noted.The write up had more sharp things to say about Duterte though, and the current state of affairs in the Philippines in general.“The Duterte-ordered extrajudicial killings, and his gyrations on the maritime dispute with China, have raised a stench for the Philippines that is far more perverse than the haze that used to spread out from Indonesia. If it goes on for too long, it could potentially be a bone in ASEAN’s throat,” it said.",0
"“Until the very end.” That’s how long petitioners are willing to fight for a reversal of the Supreme Court decision allowing the burial of the late dictator Ferdinand Marcos at the Libingan ng mga Bayani.Former Akbyan Rep. Barry Gutierrez, who also serves as lawyer for a group of petitioners, stressed this point on Wednesday before thousands of protesters at the People Power Monument just outside Camp Aguinaldo on Quezon City.“Umaasa tayo na yung siyam na bumoto na payagan ay sana naman kahit konti magbago ang isip nila,” he said. “Pakinggan naman nila ang sinisigaw ng kasaysayan at muling harapin ang katotohanan, ang ating konstitusyon at mahigit 30 desisyon ng Supreme Court na sinasabing si Marcos ay hindi bayani.”(“We are hoping that the nine who voted to allow the burial would somehow change their minds. May they listen to what history cries for and may they again face the truth, our Constitution, and the more than 30 Supreme Court rulings saying that Marcos was not a hero.”)Under secrecy, the Marcoses were able to have the late president buried at the Libingan ng mga Bayani on Nov. 18. And yet, the Supreme Court decision was not supposed to be final and executory until 15 days after its announcement on Nov. 8.The burial has since sparked a series of protests.At Wednesday’s protest, Gutierrez urged the Supreme Court to review a motion of reconsideration filed before it seeking void its ruling that upheld the order of President Rodrigo Duterte’s to let Marcos be buried at the Libingan ng mga Bayani.“Ang hinihingi namin: Balikan niyo inyong desisyon. Muling aralin, muling tignan ang argumento. At sa huli, kung magbago inyong isip, anong hinihiling natin?” Gutierrez said.(“What we’re asking for is this: Review your decision. Study it and look at the arguments again. And in the end, if you should change your mind, consider what we’re asking for.”)The crowd, composed mostly of millennials, responded with a resounding “Hukayin! (Exhume).”At one point, they also chanted “Baba ni Imee, panghukay!” – referring to the eldest daughter of the late president.“Hindi naman natin hinihingi dahil gusto natin maging mapaghiganti. Pero sino ba ang nagpumilit na magkaroon ng madaliang paglilibing? Sino ba ang hindi naghintay na maging final ang decision? Sila mismo ang lumabag sa batas, bumastos sa Supreme Court at patago at panakaw na iilibing si Marcos,” Gutierrez said as the crowd cheered.(“We’re not asking for a reversal of the decision because we want revenge. But who insisted on having a quick burial? Who couldn’t wait for the decision to become final? They were the ones who broke the law, who disrespected the Supreme Court, and buried Marcos on the sly.”)Among those present at the People Power Monument gathering were Cabinet members of the Aquino administration – former Justice Secretary Leila de Lima (who’s now a senator), former Interior Secretary Manuel “Mar” Roxas, former Education Secretary Armin Luistro, former Communications Undersecretary Manolo Quezon, and former Social Welfare Secretary Corazon “Dinky” Soliman.Other personalities who attended were Maria Serena Diokno (who had just resigned as head of National Historical Commission of the Philippines) , Economics professor Solita Collas-Monsod, anti-crime advocate Teresita Ang-See, and former Sen. Wigberto Tañada.Also sighted in the crowd were actors Pen Medina with his son Ping, Mitch Valdez, and Saab Magalona. There were also musicians Noel Cabangon and Jim Paredes and the The Cheats and Moonstar 88.The crowd, which organizers placed at 15,000, looked much bigger than the attendance at a similar gathering last Friday. But the Quezon City Police District gave a crowd estimate of only 3,000.",1
"We, the undersigned Faculty Members of the De La Salle University, acting individually, and with reasoned conviction, cognizant of our role in society as champions of enlightenment and in pursuit of our mission to create a haven for critical Christian thinkers committed to serve society, particularly the poor, assert that:? The right to life is a fundamental Christian tenet that finds full meaning when combined with the inherent rights of humans to a decent, safe, and productive existence as well as to an all-round development. Thus, beyond protecting the very important right of the unborn, it must extend to a recognition that a life that is weighed down by poverty, sickness, and social inequality–now compounded by environmental stresses–deprives humans of agency to transform themselves and the world for the common good.? A key dimension of the democratic ideal at the core of our community and country is the promotion of pluralism and diversity. In a society marred by great imbalances of power and wealth, the freedom that comes with choice has become a privilege. Empowering the poor and the marginalized, women in particular, requires opening up opportunities for their self-actualization. In this modern day, it is alarming that death from childbirth continues to claim 4,500 women every year or about 12 every day. Lack of access to quality and affordable reproductive health services and timely information as much as poverty has kept many women from finding their own voice, exercising their basic rights, and taking their place as full members of society.? The current population level, ranged against the level of our physical, environmental, and natural resources, is only one–albeit important–factor to the worsening quality of life of Filipinos. While our population growth rate has declined somewhat below the two percent threshold, it is still higher relative to the increase in the incomes of families in the 7th to the 10th decile groups–the segment of the population with the highest proportion of those living in absolute poverty as well. Here, among these groups, the quality of life is severely compromised due to an increase in population.? Part of a meaningful celebration of life itself is the affirmation of the inherent moral standing of every human being, who has the capacity to make reasoned decisions, guided both by moral and ethical considerations, as well as by scientific truths and conventions. The ability to make moral judgments, however, requires knowledge and information, and for those living in materially constrained circumstances, requires further support from the society. The capacity to provide that support now rests with the State and its instrumentalities.Our belief in the above mentioned premises leads us to express support for the Reproductive Health Bill in both houses of Congress as a much needed step toward the attainment of a just and democratic society which celebrates life at its fullest range and quality. Our support for the RH Bill is grounded on the following convictions:? Enacting the RH Bill into law would strengthen the capacity of the State to assist women and their partners to make informed choices, thereby helping them to become healthy and responsible parents and attain a life of quality for themselves and their families. This is achieved by providing women and their partners, particularly the poor, with information and other forms of reproductive health support, including safe and affordable methods that do not violate the Constitutional provision declaring as illegal abortion and, by implication, the sale and promotion of abortifacient birth control technologies.? The passage of the Bill, and with the active participation of parents and the guidance of the educational and moral leaders of society, will help provide the youth with access to age-appropriate knowledge and information that would equip them to make decisions that would prevent them from having early and premarital sex, unwanted and teen pregnancies, and abortions, and help them become healthy and responsible parents in the future.? The RH Bill is not a panacea to solve the problem of poverty; it is a vital component of the complex set of interventions that all sectors of society, not only the State, should undertake to promote and make successful.? The RH Bill provides only options for individual citizens, and does not contain coercive or punitive mechanisms to compel or penalize persons to act against their own religious beliefs, moral and ethical convictions, and cultural sensibilities. For example, and to respect the religious rights of individuals, a health worker cannot be compelled by the state to disseminate artificial contraceptives, or parents may pull their children out of sex education classes.? The Bill would ensure the allocation of public funds to finance what appear to be personal and individual concerns such as the number and spacing of children a couple should have, or the health and well-being of individuals on issues that may not be seen in the ordinary sense as public health risks. This is consistent with the Christian value of empathy and social responsibility, and of shared commitment to the promotion of a quality of life where a healthy balance between population and its physical environment is achieved that would help ease the burden on our collective social fabric and limited resources.It is for these reasons that we are confident that we are affirming our commitment to a life with quality when we set our signatures herein.Signatories to the Statement As of September 3, 2012NAME OF FACULTY MEMBERS DEPARTMENT/COLLEGE1. Prof. Ma. Arcadio G. Malborosa Political Science2. Dr. Antonio P. Contreras Political Science3. Prof. Louie Montemar Political Science4. Prof. Anna Malindog Political Science5. Dr. Grace Roldan Political Science6. Dr. Antoinette Raquiza Political Science7. Prof. Gina Lomotan Political Science8. Dr. Francisco Magno Political Science9. Dr. Levita A. Duhaylungsod Political Science10. Mr. Robin Garcia Political Science11. Prof. Mark Evidente Political Science12. Prof. Allen B. Surla Political Science13. Prof. Antonio Pedro Jr. Political Science14. Prof. Michael Angelo B. Promentilla Chemical Engineering15. Prof. Ma. Carla Pacis Literature16. Dr. Luis F. Razon Chemical Engineering17. Mr. Anton Simon M. Palo Psychology18. Dr. Robert E. Javier Jr. Psychology19. Dr. Allan Benedict I. Bernardo Counseling and Educational Psychology20. Prof. Ronald Holmes Political Science21. Mr. Anthony Lawrence A. Borja Political Science22. Atty. Avelino M. Sebastian Jr. College of Law23. Dr. Arturo Pacificador Jr. Mathematics24. Dr. Rochelle Lucas English and Applied Linguistics25. Dr. Danilo Dayag English and Applied Linguistics26. Dr. Jeane Peracullo Philosophy27. Atty. Arno Sanidad College of Law28. Dr. Marjorie Evasco Literature29. Atty. Chito Gascon Political Science30. Ms. Carmina Y. Untalan Political Science31. Prof. Edwin Santiago Educational Leadership and Management32. Mr. Redentor Recio Political Science/LSIG33. Mr. Arnel B. Galgo COSCA34. Mr. Rey Pomarca COSCA35. Mr. Francis J. Bartolome COSCA36. Mr. Juanito Alcazar COSCA37. Ms. Maria Ella Oplas Political Science38. Atty. Emily Sanchez Salcedo Commercial Law39. Dr. Dante G. Simbulan Jr. Physiology Department, College of Medicine40. Prof, Natividad Dominique Manauat Philosophy41. Dr. Noelle Leslie de la Cruz Philosophy42. Mr. Vicente G. Groyon III Literature43. Dr. Rhoderick Nuncio Filipino44. Mr. Angelito Rodriguez Chemical Engineering45. Prof. Ramon Rafael Dolor PhilosophyNAME OF ALUMNI1. Enrique Dan C. Generoso III2. Vinson Gabato3. McReynald S. Banderlipe II4. Antonio Marco Lector Sydney Morning Herald .]",0
