article,label
"In a stunning move which Washington insiders are calling a big step towards true bipartisanship, President Obama today appointed Kentucky Republican Senator Rand Paul as the country’s new Vaccinations Czar.The appointment comes on the heels of the growing number of cases of measles which many believe have been precipitated by unvaccinated children. Over the last decade, many Americans have made the difficult decision not to vaccinate their children against communicable diseases like measles and hepatitis for fear the vaccinations have adverse, damaging consequences.Obama appointed Paul after the senator, an opthalmologist, made an impassioned statement on live TV regarding vaccinations. He argued Monday that debate over whether to allow parents more choice in the vaccination of their children was a matter of “freedom,” citing personal knowledge of kids “who wound up with profound mental disorders” after receiving immunizations for diseases like Hepatitis B and measles.“I don’t think there’s anything extraordinary about resorting to freedom,” the potential 2016 presidential candidate, said in an interview with CNBC.“We sometimes give five or six vaccines all at one time,” he said of immunizations of newborns for Hepatitis B. “I chose to have mine delayed….Do I think it’s ultimately a good idea? Yeah. So I had mine staggered over several months. I’ve heard of many tragic cases of walking, talking, normal children, who wound up with profound mental disorders after vaccines. I’m not arguing that vaccines are a bad idea, I think they’re a good thing. But I think parents should have some input. The state doesn’t own your children, parents own their children, and it is an issue of freedom. ”Both Republicans and Democrats immediately praised Paul’s appointment and agreed this can only boost his chances should he decide to seek the Republican presidential nomination come 2016.",0
"no holds barred. In addition, each week, a viewer will win a chance to go on a date with the hot man of his or her choosing.",0
"whose first job is to represent the Aviation community at this week’s Hot Air Balloon Festival in what used to be the U.S. Clark Air Force Base north of Manila.Today, Ramon Buenafe, the new general manager for the Metro Rail Transit (MRT), Metro Manila’s controversial and problem-plagued mass transport system, announced yet a new beauty pageant.The search is on for Miss MRT whose primary responsibility is to flash a beautiful smile and wave to the hordes of MRT passengers who have to fall in (long) lines to get to the crowded trains, especially during heavy commute hours.Buenafe hopes that his novel idea will help ease the anger and frustration coming from passengers who were slapped with a fare hike early this year despite escalating concerns of overcrowding and safety within the train system.",0
"A Palestinian teen died Saturday of wounds sustained by Israeli gunfire at a border protest, Gaza’s Health Ministry said, as thousands attended the funeral of an 11-year-old killed in that demonstration.The ministry said Moumin al-Hams, 17, was shot in the chest at the protest on Friday along the fence that separates Gaza and Israel.The teenager appears to have been a regular participant in the weekly marches that Hamas, the Islamic militant group that rules Gaza, has been leading and promoting since March.Images shared on social media by his friends and relatives show him venturing toward the fence, setting tires ablaze and pushing them toward Israeli forces.Funerals were held Saturday for Majdi al-Satari, 11, whose age was previously announced as 14, and for Ghazi Abu Mustafa, 43, killed at Friday’s rally.Gaza’s Health Ministry first reported on Friday that al-Satari was 14. On Saturday it said his age was 12. A relative provided a different date of birth and The Associated Press matched the new data with al-Mezan, a Gaza-based rights group, and confirmed that he was 11.Alaa Abdel-Fattah said he witnessed the boy’s death on Friday. He said a group of protesters were trying to cut razor wire about 50 yards away from the actual fence. He said the child was watching from about 100 meters away. “There were two gunshots from a sniper. One hit one of those cutting the wire in the leg and the other gunshot hit the boy in his head,” he said.Women gathered under the corrugated zinc roofing of al-Satari’s house for the funeral.Majdi’s mother, wearing a black niqab, sat on a mattress. “I don’t know what he did to them (the Israeli soldiers),” she said as she burst in tears. She added that his family tried to prevent him from going to the protests and on one occasion tried to lock him indoors. “It’s his fate,” she sighed.“He is a child. He had no bullets or weapons,” Um Ramzi al-Satari, the deceased’s grandmother, said. “He was standing like all children watching. They shot him from afar. Isn’t he a child? Why are they targeting children?”In a nearby town, mourners held a funeral for the 43-year-old killed in the same protest.Hassan Najjar told the AP on Friday that he had witnessed that shooting.He said soldiers shot at a group of Palestinians who rushed to the border and a bullet hit the man sitting about 250 meters away. He said the man had sustained leg wounds at a previous protest and was still using crutches.Hamas has led border protests aimed in part at drawing attention to the Israeli-Egyptian blockade imposed after Hamas took control of Gaza in 2007.The demonstrations have been fueled in large part by pervasive despair caused by the blockade which has caused widespread economic hardship.Over 140 Palestinians, mostly unarmed, have been killed since the protests began.Israel says it is defending its border and accuses Hamas, a group sworn to its destruction, of using the protests as cover for attempts to breach the border fence and attack civilians and soldiers.Last week a Palestinian sniper killed an Israeli soldier. Another soldier was wounded by Palestinian fire on Wednesday.",1
"AdvertisementFaeldon then rebutted Gordon, recalling that since September he has offered to answer all the senator’s questions in affidavit form.WATCH THE VIDEO HERE:SponsorFormer Customs commissioner Nicanor Faeldon on Monday criticized Senator Richard Gordon’s handling of the Senate blue ribbon committee probe on the alleged corruption at the bureau, sayingFaeldon and Gordon were in a heated exchange at the resumption of the Senate inquiry on the supposed “tara” system at the Bureau of Customs (BOC).Gordon said Faeldon was allowed to hold parties even while he was under Senate detention. According to him, Faeldon’s father joined the supposed parties.“We had a dinner…It’s not a party. You know, it’s Christmas…You’re exaggerating, your honor,” Faeldon told Gordon, to which the senator replied: “Don’t tell me I’m exaggerating.”“I attended this hearing because I am now a government employee; not because I expect you will lead this committee to find out the truth. You’re so far from getting that, your honor,” Faeldon told Gordon.Gordon said Faeldon, who has remained in detention since September for refusing to appear before the committee, will remain under contempt.“I have no problem with that. I did not attend here so that I will have my liberty. I attended here so that — I’m the most interested person to ferret out the truth, which you’re so far from seeking,” Faeldon said.“You’ve been telling the public that I don’t want to participate…Do not pretend that I do not want to participate…You are already monologuing and lecturing. This is the reason why I don’t want to attend here. You are not interested about the truth,” Faeldon said.“You want this Senate to be respected but you’ve been monologuing,” Faeldon said before his mic was cut off by Gordon.Gordon has earlier threatened to transfer Faeldon to the Pasay City jail if he will refuse to appear before the committee.",0
"Politicians thinking of switching political parties will have until the end of November this year to join the ruling Partido Demokratiko Pilipino-Lakas ng Bayan (PDP-Laban).Senate President Aquilino Pimentel III, PDP-Laban president, on Saturday announced that the deadline was to give the party enough time to plan and screen official candidates in the local and national elections in May 2019.He said the party would screen who among its members would be given certificates of candidacy (COC) from December this year to September 2018, a month before the filing of the COCs in the Commission on Elections.“I already discussed this with Speaker Pantaleon Alvarez…we thought of having a cutoff for accepting new members in the party because of the scramble of politicians to join the party in the local level,” Pimentel said in a radio interview.",1
"THE Philippines, as one of the highly vulnerable countries to climate change, must “pursue justice” in the international arena for the millions of Filipinos whose basic human rights are curtailed because of the effects of severe weather changes.Sen. Loren Legarda noted that “compared to industrialized countries, the Philippines barely contributes to global warming, and yet we bear its brunt.”She said the Philippines must demand for commitments from developed countries to have access to the Green Climate Fund and Adaptation Fund in anticipation of the full implementation of the Paris Agreement by 2020.“We always need to contextualize the discussion on climate change with the issue of human rights,” said Legarda, chairman of the Senate committees on Climate Change, Finance and Foreign Relations.“We cannot truly address climate change if we do not recognize the fact that climate change impinges on our very basic human rights, such as access to food, water, shelter, livelihood, and the right to life itself,” she added.Every year, millions of families get displaced, thousands of lives and livelihoods are lost and billions worth of agriculture and infrastructure are damaged because of climate change, Legarda said.“It is time that we seek justice for these tragedies. Climate justice is to demand for what is right and just for the Filipinos who everyday fall victim to climate change,” she added.“It is to improve our capacity to adapt and mitigate. It is to commit to upholding the right of every Filipino to a better life,” the senator said.She cited a report of the National Economic and Development Authority (NEDA) that states that disasters cost the Philippine economy P206 billion annually, cutting the country’s gross domestic product by 0.3 to 0.4 percent.Between 2011 and 2015 alone, the agriculture sector in the Philippines suffered production losses of P163.6 billion because of climate change.Legarda said the Philippines also “experiences increases in school dropout rates, mental and psychological issues, outbreak of communicable diseases and malnutrition, among others, due to climate change impacts on the health and education sectors.”She also cited the global climate deal Paris Agreement, which acknowledges climate change as “a common concern of humankind, [and that] Parties should, when taking action to address climate change, respect, promote and consider their respective obligations on human rights, the right to health, the rights of indigenous peoples, local communities, migrants, children, persons with disabilities and people in vulnerable situations and the right to development, as well as gender equality, empowerment of women and intergenerational equity.”“The Paris Agreement charters a new path for the fate of humanity—one that protects our rights, safeguards our environment and secures the future for our children,” Legarda said.“We must ensure commitment from all countries and foster global solidarity in order to realize this goal,” she added.Legarda called on the Duterte administration to promote climate justice by advancing climate change adaptation and mitigation at the national and local levels.She described the Senate version of the proposed 2018 P3.76 trillion budget as a “climate budget for institutionalizing adaptation measures, as well as including special and general provisions that will ensure ecological integrity, clean and healthy environment, risk-sensitive investments, and disaster preparedness.”",1
"No contracts, just memorandums of understanding (MOUs) with Chinese companies for feasibility studies, said the Bases Conversion and Development Authority (BCDA) chief, as a senator called on Malacañang to investigate how Chinese firms with tainted track records were tapped for major Philippine infrastructure projects during President Duterte’s state visit to China.But BCDA president and CEO Vince Dizon did not give a categorical answer when asked if he knew the companies he was dealing with were banned by the World Bank from participating in all road and bridge projects funded by the international financial institution.In a statement, Dizon [no relation to the Inquirer reporter] said that while BCDA admired the “diligence of the Philippine Daily Inquirer in finding the World Bank document regarding CCCC [China Communication Construction Company] and its subsidiaries … the same diligence should have been exercised in simply reading the MOU that was signed, which very clearly states that the MOU is only for the conduct of a study for the project at the cost of the Chinese company and not the Philippine government.”“It is by no means an award of the contract … We are very far from that point in the process, we are only at Step ",1
"The organizer of a Philippine beauty pageant was under questioning last week by the National Bureau of Investigation (NBI) for the reported passing away of a contestant due to over-dieting.The incident happened during the pre-pageant rehearsals for Miss Philippines Earth 2014, when one of the contestants, Pircelyn Pialago told reporters that her roommate, Leslie Pine, passed away due to hunger.It is common knowledge that aspiring beauty queens sometimes starve themselves to death in order to stay fit and slim for the contest. The NBI wanted to know whether the pageant organizer intentionally starved the contestants in order to showcase a better line-up of pageant ladies.After completing its inquiry, the NBI determined that there was no crime or foul play committed. Apparently, Pialago meant to say that her roommate “passed out” and not “passed away.”As a result of this embarrassing situation, the pageant organizer said that beginning next year, contestants to Miss Philippines Earth will undergo a week-long English grammar lessons as part of the pre-pageant activities.Ms. Pine is alive and kicking, but didn’t win the coveted crown. Neither did Ms. Pialago.(Former Beauty Queen Joyce Burton Titular of ‘The Adventures of a Beauty Queen’ contributed to this report.)",0
"CLARK FIELD, Pampanga: The chief of the military’s Western Command (WesCom) is the new commanding general of the Philippine Air Force (PAF), Armed Forces chief Gen. Eduardo Año confirmed here on Monday.Lt. Gen. Galileo Gerard Kintanar will replace Lt. Gen. Edgar Fallorina, who will retire on November 1.Kintanar was appointed by President Rodrigo Duterte earlier this year to head the WesCom, an area covering Palawan.The command is responsible for monitoring the disputed Kalayaan Group of Islands.Kintanar was a batchmate of the AFP spokesman, Maj. Gen. Restituto Padilla Jr., and the Philippine Army chief, Lt. Gen. Rolando Bautista, among others in the Philippine Military Academy (PMA) “Sandiwa” Class of 1985.Fallorina, Philippine Navy chief and Vice Adm. Ronald Joseph Mercado and Año belong to PMA “Matikas” Class of 1983.Año described Kintanar as a “silent worker” and a strategic thinker.“He is a tested and ace pilot of the Philippine Air Force. I believe the reforms, initiatives and programs of the Philippine Air Force started by his predecessors particularly [Lt.] Gen. Fallorina, he [Kintanar] can continue these,” he said in a phone interview with reporters.President Duterte will lead the change of command ceremony for the new PAF chief today.",1
"A reenacted budget for 2019 became a very real possibility on Tuesday as Malacañang and the House of Representatives hardened their positions in a standoff over spending reform.Worried about the consequences of a reenacted budget, opposition Senators Franklin Drilon and Risa Hontiveros appealed to the congressmen to resume their deliberations on the P3.76-trillion proposed budget for 2019.But Albay Rep. Edcel Lagman said Malacañang must step back precisely to avoid those consequences.Projects will be derailedIn a statement, Lagman said the Duterte administration’s ambitious infrastructure project would be “derailed” because new projects could not be implemented pending reenactment of the old budget.He said appropriations for capital outlay—expenditures for new assets—also could not be repeated if these had already been completed.Lagman said “no administration would welcome a reenacted budget” because it would effectively be a “rebuke of the President,” whose budget proposal was contained in the National Expenditure Program submitted by the budget department.Drilon, the Senate minority leader, did not relish the idea of reenacting the P3.77-trillion budget for this year, saying it would make President Duterte look “weak,” because he could not get his budget proposal approved by the House despite having the support of a supermajority there.Detrimental to BARMMHaving a reenacted budget, he said, would “prejudice” every citizen and be “detrimental to the economy and the implementation of crucial laws such as the Bangsamoro Organic Law.”Other programs would be sidetracked as well, he added.“If the government operates under a reenacted budget, then there can be no new programs and projects in 2019 to help pump-prime the economy because there will be no capital outlay,” Drilon said.Hontiveros said the concerns of the congressmen about the cash-based budget system the Department of Budget and Management (DBM) wanted to implement in 2019 could be tackled without delaying the approval of appropriations measure.“Let us use the budget process to address the strategic issues of procurement and the general competency of the bureaucracy in terms of planning and execution in order to design good policies for efficient delivery,” she said.Hontiveros warned that a reenacted budget would give the executive branch the chance to abuse public funds.She noted that a reenacted budget was a fixture during the time of President Gloria Macapagal-Arroyo, during which officials played fast and loose with the people’s money.President’s pork barrelOnce this year’s budget is reenacted, the executive could realign funds that it could use at its own discretion, Hontiveros warned.“Lest we forget, the 2019 midterm elections are just around the corner. With a reenacted budget, the government creates so-called savings from the reallocated funds for projects already completed last year to buy political support,” she explained.“In such a scenario,” she added, “the reenacted budget becomes the President’s pork barrel.”",1
"The New People's Army (NPA) have persisted because we have allowed them to. Think of cockroaches. If you have them in your house – blame yourself. You allowed them to get in; you created the smell that attracted them to you; and you did nothing about it.The Filipino is his own worst nightmare; they just come in different colors – yellow, red, what have you. Talking of colorful lights, well it’s Christmas time again – and we have the longest of this season in the world simply because Filipinos just love the NPA mentality – which is best expressed by Jerry Maguire: Show Me The Money!The NPA mentality demands that you give Filipinos the money they don’t deserve or worked hard for, because Filipinos would rather sit on their assess all day and cry out injustice when they see Henry Sy, again, on the list of top billionaires in Asia.Filipino communists are willfully ignorant (stupid on purpose) when they blind themselves of the reality that the communist party in China runs the most well-oiled capitalist mega-state in the world. They are a bunch of lazy hypocrites who deserve what they’ve got coming – bullet slugs manufactured by fellow “communist” capitalist China, who earn a cent every time a gun is fired in the longest running war we have created to keep politics in PH “more fun” than anywhere else in the world.This is a GRP Featured Comment. ---------------------This is a GRP Featured Comment. Join the discussion",0
"The Social Security System (SSS) has warned its members and the public of a possible spread of fake checks after the pension fund was informed that a grocery store received as payment a fake SSS check.In a news release issued Wednesday, SSS Senior Vice President for Luzon Operations Group Josie G. Magana said the fake SSS check, amounting to P20,000, was used to pay for groceries at the Catanduanes Supermart in Virac Catanduanes by a certain Gina S. Henzon.“According to Precious Sorra, secretary of the supermart, they accepted the check after verifying the voter’s ID of the buyer, which looked valid. However, upon deposit of the check with their bank, they were informed that it was spurious,” said Magana.Sorra immediately reported the fake check to SSS-Virac.SSS-Virac branch head Divina T. Avila then instructed Edgar S. Rubio, officer-in-charge of the administrative section, to check the name and SS number of Henzon.The number was found to be invalid and the name is not registered in the SSS database.“Aside from the non-existing name and invalid SS number, the signatories in the check who were employees of SSS-Urdaneta were also forged. Authorized signatories of SSS checks are not rank-and-file employees,” said Magana.Avila later on instructed Jerald F. Competente, verifier of SSS-Virac to follow up the investigation at Barangay Palta Small in Virac, the address indicated in the check.Based on the investigation, Henzon is not a known resident of the barangay.“We advise the public, especially establishments, that before they accept checks as payment, kindly call SSS first to verify its authenticity. Also, valid SSS checks are attached to a voucher indicating the information about the payee, as well as payment details from SSS,” said Magana.To report fake checks, members and the public may call the SSS hotline at numbers 920-6446 to 55 or email member_relations@sss.gov.ph.",1
"Claims made by some power-generating firms that an increase in coal excise tax would lead to higher electricity rates in the country amount to “clear disinformation,” according to Sen. Loren Legarda.Legarda, chairman of the Senate Committee on Finance, has maintained that the recent increase in the coal excise tax was so minimal as to have an effect on or result in the rise of power rates in the country.President Rodrigo Duterte recently signed the Tax Reform for Acceleration and Inclusion (Train), the fist package of his administration’s tax reform initiatives, that imposes higher taxes on fuel, automobile and sugar sweetened beverages but expanded the scope of income tax exemptions.A provision of the newly signed law is the increase in the excise tax on coal from P10 per metric ton to P50.The approved coal tax rate was lower than the original proposal of the Senate that sought the imposition of 3,000 percent increase in coal taxes in three years–P100 for 2018, P200 for 2019 and P300 for 2020–both local and imported.But during the bicameral conference committee, House of Representatives contingents were able to change the rates to P50-P100-P150 starting 2018 and retain the value-added tax exemption for local coal.Legarda said if there were an increase in electricity rates next year, it would be because of the imposition of P2.50 per liter excise tax on diesel, not the P50 per metric ton or a mere five centavos per kilo on coal.“That’s clearly disinformation,” she replied when asked about her reaction to claims that the new coal tax rates would result in higher electricity cost in the country.Legarda noted that while she supports the Train bill of the administration, she has some reservations, particularly on coal taxes because of refusal of some lawmakers to impose higher tax on what is considered the dirtiest source of energy.According to her, for the past 42 years, domestic coal has been exempted from paying tax while imported coal is paying P10 per metric ton.The Philippines, she said, is also one of the countries in the region that imposes a lower tax on coal, adding that coal is taxed at about P400 to P900 per metric ton in other countries.“The imposition of new excise tax on coal was still small considering that it is the dirtiest source of energy and yet we impose higher tax on conventional fuels like kerosene, and LPG [liquefied petroleum gas],” Legarda said.",1
"There were rumors he would come. Like fans awaiting their celebrity idol, supporters held vigil outside the Commission on Elections (Comelec) office in Manila, eager to see if he would turn up.It was Oct. 16, 2015, the last day of filing the certificate of candidacy (COC) for President, and friends, political allies and supporters were in a scramble to get Davao City Mayor Rodrigo Duterte to run.But, ever reluctant, the 71-year-old Duterte was kilometers away from the clamoring lot, holed up in his room in his hometown. Nothing made him budge. Not even the repeated pleas of a longtime friend. Not even a plane chartered especially to fetch him.Of course, like in many things with Duterte, change came. A few months later, he decided to run. Riding on popular support magnified on social media, Duterte won the May 9 presidential election by a landslide with 16.6 million votes.But the events on the final day of COC filing that Duterte missed, revealed on Tuesday by incoming House Speaker Pantaleon Alvarez, offered a glimpse into how running for President was a painstaking decision for the longtime mayor.For Alvarez, one of Duterte’s closest friends, the final filing day came back as a vivid recollection.“There were just three of us talking at the last minute: I, Bong Go and Koko,” Alvarez said, referring to one of Duterte’s closest aides, Christopher Go, and Sen. Aquilino “Koko” Pimentel III, chair of PDP-Laban.“I asked [Bong Go] where the mayor was. I was told he was in Davao. I said I will send a plane,” he said at the Meet Inquirer Multimedia forum on Tuesday.“He said ‘Don’t. He won’t leave his room,’” he said, quoting Go.But Alvarez, Duterte’s friend for over a decade and godfather to one of his children, was not about to give up.Long queueAmong the first to encourage Duterte to seek the presidency, Alvarez, also in Davao at the time, immediately arranged for a plane to bring his friend to Manila.“I called Lion Air … But I was told that there wasn’t enough time, the plane might not make it on time because the queue of planes at the airport was already long,” Alvarez recalled.“But I said ‘no, let’s try,’” he said, narrating what seemed like a scene straight out of a movie.On a mission to bring Duterte to Manila before the 5 p.m. deadline, the chartered plane for Duterte was fourth in line for takeoff at the notoriously congested Manila airport.“They (pilots) radioed the Manila Tower (the flight control tower) and said “RPC (Alvarez could not recall the complete tail number) requesting clearance for takeoff to fetch candidate Duterte,” Alvarez said.“The tower respondent: RPC, you are given permission to take off. Para sa bayan (for the nation). That happened,” said the incoming Davao del Norte representative, who first met Duterte at the chamber when they both served a single term, from 1998 to 2001.The plane did make it to Davao City. But Duterte did not make it to the plane.Plan BAt that point, Alvarez, frustrated yet still bent on making his friend run, quickly thought up Plan B.“I called Koko. He said, “Bai, let’s not make this hard for him. He really doesn’t want to run. Just let it go,” he said.“But I said no. There’s nothing to lose. File na lang, kahit sino d’yan (Just get anyone to file). Then by Dec. 8, we will go for substitution,” Alvarez said.Political parties were allowed to change their candidates until Dec. 10.“Then it was Martin Diño who filed. He filed but he made errors. So that was another problem,” Alvarez said, prompting laughter from his audience.Diño, known to the public as a crusader from the Volunteers Against Crime and Corruption and an obvious placeholder for Duterte from the get-go, had written on his COC that he was running for Pasay City mayor.Out of frustration, Alvarez, who last held an elective position 15 years ago, hurriedly decided to run himself.“The following day (Oct .17), we attended a party in Solaire (in Parañaque City). Then he (Duterte) laughed at me because I ended up being a candidate, while he did not,” Alvarez said.On Dec. 8, finally ending all speculations on whether he would run, Duterte personally filed his COC as PDP-Laban standard-bearer amid much fanfare at Comelec headquarters in Manila.The Comelec accepted Duterte’s candidacy on Dec. 17, despite Diño’s erroneous COC. In February, the poll body cleared the way for Duterte’s presidential bid, junking disqualification bids contesting the PDP-Laban substitution.“I still kept convincing him. Until the end, he was convinced to run,” Alvarez said.",1
"The Department of Tourism (DoT) launched its promotional campaign “Experience the Philippines” highlighting the different tourist destinations in the country during nationwide and simultaneous flag ceremonies on June 12, Independence Day.“Here, you don’t have to see the sun to discover radiance; you don’t have to see colors to experience vibrance; you don’t have to see smiles to know you are safe; you don’t have to see to feel you are home,” says a voice-over in “Sights,” the title of the minute-long clip for the campaign.The voice-over is spoken by a Japanese retiree named M. Uchimura, who is also the character in the clip, featuring his island-hopping in the Hundred Islands of Pangasinan, dancing with locals in the Banaue Rice Terraces in Ifugao, riding an ATV in the Paoay Sand Dunes in Ilocos Norte, and enjoying his snacks on the cobblestoned Calle Crisologo in Vigan City, Ilocos Sur.Toward the end of the video, Uchimura, who wears a hat and sunglasses, takes out his walking stick to navigate Calle Crisologo, revealing he is blind.According to Tourism Secretary Wanda Teo, the ad aims to encourage tourists to experience the Philippines themselves to know how it is to be a Filipino.“We are shifting our focus in our promotional campaigns toward the unique experiences that each destination could offer, Filipino hospitality, and security,” Teo said in a statement.",1
"North Korean general Cho Young Ja, played by Margaret Cho.She was solemn and quiet at first, holding up her freelance magazine, Movies Wow, and wanting only to take a picture with Meryl Streep. Cho kept reappearing during the three-hour telecast as the North Korean general who is obsessed with American entertainment.In a statement, the State Department said that the extradition is part of Washington’s ongoing efforts to re-establish diplomatic relations with North Korea. “It’s a good faith effort to show the Pyongyang government that America is sincere in wanting conciliation with the communist country,” the statement said.The U.S. does not have an extradition agreement with North Korea.",0
"Over the past few months I’ve heard so many theories regarding the just recently concluded elections. Some of them panned out well and others just tanked.Thing is, speculators haven’t stopped speculating with the latest rounds focusing around who President Rodrigo “PDiggity” Duterte is appointing to various government posts and there are over 20,000 such positions to be filled.It’s a bonanza for those who can get within striking distance of those positions. Looking at how some people in my circle are behaving, it reminds me of a piece of artwork that former Agriculture Secretary Cito Lorenzo showed me in his home. The artwork was a wooden panel sculpture of elephants trampling one another and Lorenzo explained that this was an apt depiction of what it was like to be one of the President’s appointees.Schmoozers will schmooze and poseurs will pose for whatever position they can lay their hands on. That’s the way it goes, I guess.Having observed battles for lucrative government appointments several times now, the fiercest ones will be for agencies that are responsible for revenue collection, agencies with huge budgets, and agencies that have discretion or control over different types of funds. The competition for these positions makes for much of the noise on mainstream and social media.Despite some controversy riddling the appointments to his Cabinet, incoming president PDiggity seems to have a more strategic view for his administration. This early he is setting broad policy directions towards the economy and finance aspects of the country like taxation, countryside development and inclusive growth in the hopes ensuring socio-economic and political stability.Word is that this early he is looking into a viable replacement for Banko Sentral ng Pilipinas Governor Amando Tetangco who is set to retire in 2017. The BSP governor has a six year term and can be reappointed once. Of all the BSP governors only Tetangco was reappointed, Gloria Macapagal Arroyo appointed him in 2005 and he was reappointed by Noynoy Aquino in 2011.Of all the possible candidates, Duterte is eyeing Ayala Corporation’s Chief Finance Officer (CFO) Jose Teodoro K. Limcaoco, who recently came into the public consciousness with his clear, concise and very timely statement of Duterte’s banking transactions with the Ayala owned Bank of the Philippine Islands (BPI).If you’ll recall, Sen. Antonio Trillanes IV attempted to assassinate Duterte’s presidential campaign. The senator unleashed a supposed exposé on the latters’s BPI bank accounts housing about P211 million, leading even to a showdown dud in one of the bank’s Ortigas center branches.In could have been a catastrophic bank run for one of the largest banks in the country, but Limcaoco appeased public concerns with a statement. It was widely regarded as highly professional and strictly within the bounds of law without the jibberish and legalese formal bank statements are known to possess.“I don’t know where Sen. Trillanes got his information, but the graphic posted by the [Philippine Daily] Inquirer showing alleged credits, that is not a BPI document,” Limcaoco told Rappler.com during the controversy’s height and calls by Duterte supporters to close their accounts with the bank, especially after Liberal Party standard bearer Mar Roxas took advantage of the controversy against his rival by deporiting into the said bank accounts to reveal Duterte’s ownership of the account with the deposit slip. “The deposit slip shown by Mar or the Inquirer is not a unique thing. All banks will show the name of the depositor on a deposit slip,” Limcaoco said, brushing aside any controversy.Just to give all an idea of what the vetting process will reveal, Limcaoco’s profile in Bloomberg.com reveals an extensive banking and finance background and expertise. The profile partly reads: “Limcaoco has been the Chief Finance Officer and Finance Group Head of Ayala Corp. since April 10, 2015 and serves as its Chief Risk Officer. Mr. Limcaoco serves as the President of Liontide Holdings, Inc. and Philwater Holdings Company, Inc. Mr. Limcaoco joined Ayala Corp. as a Managing Director in May 1998. Mr. Limcaoco served as the President of BPI Capital Corporation since April 2007. Prior to April 2015, he held various responsibilities including President of BPI Family Savings Bank…” (See the full profile here.)But one thing in that profile must be noted, as it has been by the Duterte camp: “Limcaoco earned Bachelor of Science degree in Mathematical Sciences (Honors Program) from Stanford University in 1984 and an MBA degree, major in Finance and Investments from the Wharton School of the University of Pennsylvania in 1988.”Yes, a REAL Wharton graduate… Unlike that asshat who ran for President whose name I can’t recall right now.",0
"A GROUP of poultry raisers on Wednesday called on the government to investigate a sudden surge in the price of chicken being sold in the market, after reports said several stalls in Metro Manila have jacked up their prices by as much as P20 per kilo.Increased prices from P10-20 per kilo affected choice cuts such as wings, breasts and thighs.In Marikina City, the price is now P125 per kilo from the previous P105.Reports said in Pritil market in Manila’s Tondo district, chicken sells for P160 per kilo from the previous P150.According to Elias Jose Inciong, president of the United Broilers Raisers Association, they are wondering why there is a sudden increase in prices, when the farmgate prices of chicken or that coming from the poultry farms remain the same.The prices range from P70 to P82 per kilo for the farmgate chicken for last month, compared to P89 per kilo last March 16.Inciong said they will call for a meeting with Agriculture Secretary Emmanuel Piñol over the matter.",1
